Date,Open,High,Low,Close,Adj Close,Volume
2020-04-15,121.620003,124.900002,120.489998,122.599998,122.599998,59800
2020-04-16,122.790001,125.459999,122.070000,124.129997,124.129997,59700
2020-04-17,127.230003,127.419998,125.449997,126.529999,126.529999,72000
2020-04-20,124.059998,127.360001,123.000000,126.919998,126.919998,46000
2020-04-21,124.059998,124.519997,121.660004,122.709999,122.709999,67800
2020-04-22,124.480003,126.209999,123.389999,125.010002,125.010002,54800
2020-04-23,125.620003,127.580002,124.000000,125.980003,125.980003,58600
2020-04-24,125.959999,127.480003,124.650002,125.550003,125.550003,36400
2020-04-27,127.269997,131.300003,127.000000,129.229996,129.229996,66600
2020-04-28,129.899994,131.009995,127.800003,128.850006,128.850006,85500
2020-04-29,130.080002,130.080002,123.199997,127.480003,127.480003,161500
2020-04-30,125.709999,128.839996,125.250000,126.330002,126.330002,88900
2020-05-01,123.660004,124.180000,120.970001,122.589996,122.589996,66400
2020-05-04,122.190002,122.190002,117.139999,118.550003,118.550003,91100
2020-05-05,120.360001,123.870003,119.800003,120.809998,120.809998,57800
2020-05-06,121.080002,123.430000,120.809998,122.000000,122.000000,62700
2020-05-07,123.580002,124.750000,122.639999,123.480003,123.480003,70800
2020-05-08,125.379997,125.750000,121.620003,124.669998,124.669998,110400
2020-05-11,124.900002,125.580002,123.449997,123.820000,123.820000,78800
2020-05-12,124.230003,124.230003,119.629997,120.110001,120.110001,69700
2020-05-13,119.570000,119.570000,114.750000,114.949997,114.949997,56800
2020-05-14,112.070000,113.559998,109.639999,113.209999,113.209999,124800
2020-05-15,113.389999,117.110001,110.239998,115.580002,115.580002,184200
2020-05-18,118.809998,120.699997,118.809998,120.129997,120.129997,87100
2020-05-19,120.739998,122.680000,118.790001,119.059998,119.059998,90600
2020-05-20,120.800003,121.959999,118.239998,121.239998,121.239998,59900
2020-05-21,120.400002,122.050003,119.620003,120.720001,120.720001,100900
2020-05-22,121.360001,122.470001,120.680000,122.370003,122.370003,79900
2020-05-26,124.000000,124.980003,122.849998,124.709999,124.709999,101200
2020-05-27,126.339996,126.650002,124.040001,125.919998,125.919998,63200
2020-05-28,126.779999,127.349998,124.860001,125.339996,125.339996,76600
2020-05-29,124.449997,125.139999,123.900002,124.480003,124.480003,74000
2020-06-01,124.989998,124.989998,122.599998,122.599998,122.599998,75100
2020-06-02,122.449997,122.879997,120.309998,121.089996,121.089996,101900
2020-06-03,122.510002,130.479996,121.779999,129.630005,129.630005,77600
2020-06-04,128.039993,128.740005,123.620003,125.300003,125.300003,61900
2020-06-05,128.429993,128.699997,124.820000,125.209999,125.209999,55000
2020-06-08,125.519997,127.830002,123.610001,126.360001,126.360001,69600
2020-06-09,125.029999,126.309998,123.129997,125.680000,125.680000,38800
2020-06-10,125.900002,125.900002,123.050003,123.919998,123.919998,54100
2020-06-11,121.540001,121.900002,116.989998,117.339996,117.339996,68200
2020-06-12,120.290001,121.940002,115.760002,118.019997,118.019997,65200
2020-06-15,115.779999,123.889999,115.080002,122.669998,122.669998,110800
2020-06-16,125.790001,126.129997,121.110001,121.959999,121.959999,42200
2020-06-17,122.750000,122.750000,120.139999,121.730003,121.730003,49900
2020-06-18,120.589996,121.430000,118.269997,119.459999,119.459999,86500
2020-06-19,120.860001,120.860001,115.690002,118.190002,118.190002,488300
2020-06-22,119.010002,119.989998,117.470001,118.709999,118.709999,63900
2020-06-23,119.269997,119.580002,117.220001,117.540001,117.540001,49700
2020-06-24,117.070000,117.070000,114.050003,114.379997,114.379997,56400
2020-06-25,113.830002,117.910004,113.550003,117.790001,117.790001,58400
2020-06-26,116.889999,117.250000,114.150002,116.000000,116.000000,133200
2020-06-29,117.190002,119.660004,117.180000,118.500000,118.500000,45300
2020-06-30,118.050003,119.769997,117.660004,118.290001,118.290001,47700
2020-07-01,117.790001,119.970001,117.669998,117.800003,117.800003,41200
2020-07-02,118.650002,119.430000,117.000000,117.349998,117.349998,50300
2020-07-06,118.830002,120.680000,117.919998,119.750000,119.750000,80200
2020-07-07,119.620003,121.019997,117.750000,118.089996,118.089996,48700
2020-07-08,117.570000,118.239998,116.809998,118.220001,118.220001,93400
2020-07-09,117.889999,118.379997,116.089996,117.370003,117.370003,39500
2020-07-10,117.650002,118.660004,117.180000,117.660004,117.660004,47800
2020-07-13,118.110001,119.779999,115.680000,115.790001,115.790001,68100
2020-07-14,116.290001,117.410004,114.209999,116.660004,116.660004,108000
2020-07-15,118.050003,121.440002,117.860001,120.449997,120.449997,80300
2020-07-16,119.570000,119.570000,117.849998,118.459999,118.459999,61200
2020-07-17,118.050003,119.720001,117.230003,118.339996,118.339996,40100
2020-07-20,118.099998,121.419998,118.099998,120.510002,120.510002,31400
2020-07-21,121.480003,122.000000,120.040001,121.040001,121.040001,72900
2020-07-22,121.059998,122.510002,119.940002,121.209999,121.209999,41700
2020-07-23,120.690002,122.589996,119.339996,119.760002,119.760002,49900
2020-07-24,118.870003,119.239998,116.320000,116.949997,116.949997,54500
2020-07-27,117.550003,118.550003,116.260002,117.660004,117.660004,67800
2020-07-28,117.059998,119.250000,115.870003,117.809998,117.809998,66900
2020-07-29,123.989998,127.260002,118.650002,122.739998,122.739998,143800
2020-07-30,120.730003,122.959999,120.550003,122.150002,122.150002,56000
2020-07-31,121.699997,124.260002,120.000000,123.919998,123.919998,82400
2020-08-03,124.370003,124.370003,122.480003,123.660004,123.660004,52600
2020-08-04,123.120003,123.389999,121.839996,123.320000,123.320000,50200
2020-08-05,124.110001,125.169998,123.339996,123.949997,123.949997,52300
2020-08-06,123.800003,123.900002,122.150002,123.349998,123.349998,34800
2020-08-07,123.000000,124.010002,122.339996,123.389999,123.389999,37000
2020-08-10,123.379997,124.410004,122.379997,123.620003,123.620003,47300
2020-08-11,141.990005,145.429993,134.789993,134.889999,134.889999,333900
2020-08-12,135.020004,140.750000,135.020004,137.039993,137.039993,180700
2020-08-13,138.479996,139.350006,136.850006,137.000000,137.000000,75200
2020-08-14,137.619995,146.750000,137.500000,146.630005,146.630005,285700
2020-08-17,148.009995,151.699997,141.839996,143.839996,143.839996,229500
2020-08-18,144.440002,145.979996,141.750000,143.139999,143.139999,121800
2020-08-19,143.389999,143.389999,139.720001,141.669998,141.669998,156000
2020-08-20,141.750000,145.059998,141.750000,144.139999,144.139999,100700
2020-08-21,144.399994,145.919998,143.539993,145.080002,145.080002,73500
2020-08-24,146.500000,149.279999,145.360001,148.580002,148.580002,88000
2020-08-25,148.699997,150.289993,146.550003,146.960007,146.960007,116500
2020-08-26,148.679993,148.960007,145.759995,146.059998,146.059998,82000
2020-08-27,147.330002,147.619995,144.139999,146.520004,146.520004,76100
2020-08-28,147.490005,150.460007,146.679993,146.889999,146.889999,83900
2020-08-31,147.259995,147.960007,143.990005,144.440002,144.440002,80300
2020-09-01,145.009995,149.100006,145.009995,148.820007,148.820007,86300
2020-09-02,148.460007,151.229996,147.740005,150.000000,150.000000,100500
2020-09-03,148.750000,148.750000,143.910004,144.279999,144.279999,79000
2020-09-04,144.410004,144.410004,136.889999,142.190002,142.190002,124800
2020-09-08,140.610001,143.149994,138.820007,138.820007,138.820007,88400
2020-09-09,139.830002,142.350006,139.000000,141.149994,141.149994,140700
2020-09-10,141.720001,143.089996,139.440002,139.720001,139.720001,148700
2020-09-11,140.869995,141.410004,138.839996,141.130005,141.130005,116400
2020-09-14,141.630005,143.039993,140.210007,142.619995,142.619995,69400
2020-09-15,145.000000,155.990005,143.809998,155.750000,155.750000,262100
2020-09-16,158.940002,176.559998,157.750000,174.899994,174.899994,459600
2020-09-17,173.399994,173.399994,162.589996,163.610001,163.610001,179700
2020-09-18,165.520004,166.169998,157.440002,159.589996,159.589996,347000
2020-09-21,157.699997,157.699997,149.210007,152.160004,152.160004,159700
2020-09-22,153.369995,154.649994,149.389999,154.250000,154.250000,89700
2020-09-23,153.800003,154.770004,148.110001,148.279999,148.279999,111700
2020-09-24,147.380005,148.059998,144.600006,146.059998,146.059998,122100
2020-09-25,146.169998,146.960007,144.990005,146.130005,146.130005,169300
2020-09-28,148.449997,153.410004,148.449997,151.460007,151.460007,144400
2020-09-29,150.669998,151.100006,148.080002,149.690002,149.690002,62400
2020-09-30,150.220001,153.070007,149.860001,150.559998,150.559998,82400
2020-10-01,150.660004,152.710007,148.550003,148.960007,148.960007,69400
2020-10-02,146.320007,149.949997,145.160004,146.460007,146.460007,110300
2020-10-05,147.729996,149.740005,146.899994,148.210007,148.210007,49500
2020-10-06,149.320007,154.350006,149.229996,150.039993,150.039993,91100
2020-10-07,151.000000,153.440002,150.820007,153.089996,153.089996,51800
2020-10-08,155.330002,164.789993,155.330002,163.940002,163.940002,168000
2020-10-09,164.589996,165.529999,160.649994,164.729996,164.729996,102100
2020-10-12,167.160004,169.399994,164.300003,166.460007,166.460007,88100
2020-10-13,165.600006,166.539993,164.029999,166.080002,166.080002,58600
2020-10-14,166.389999,167.839996,162.800003,164.240005,164.240005,54000
2020-10-15,162.429993,166.869995,162.330002,165.970001,165.970001,53100
2020-10-16,165.979996,167.360001,164.690002,164.699997,164.699997,38500
2020-10-19,165.600006,167.679993,163.429993,164.139999,164.139999,87300
2020-10-20,164.559998,172.350006,164.039993,169.070007,169.070007,311600
2020-10-21,174.889999,185.750000,174.889999,181.050003,181.050003,273200
2020-10-22,185.490005,186.210007,178.000000,183.050003,183.050003,178300
2020-10-23,183.270004,184.970001,181.190002,184.300003,184.300003,120400
2020-10-26,184.479996,187.000000,172.529999,175.000000,175.000000,168800
2020-10-27,176.029999,179.000000,172.529999,175.580002,175.580002,170700
2020-10-28,180.000000,182.449997,161.600006,162.149994,162.149994,387200
2020-10-29,162.389999,167.070007,161.729996,161.960007,161.960007,183600
2020-10-30,161.960007,167.250000,159.539993,167.070007,167.070007,236100
2020-11-02,168.910004,169.229996,162.500000,166.570007,166.570007,125700
2020-11-03,169.759995,172.610001,167.779999,171.949997,171.949997,90800
2020-11-04,172.949997,178.360001,171.440002,172.529999,172.529999,110400
2020-11-05,178.500000,183.600006,177.850006,181.679993,181.679993,173200
2020-11-06,183.789993,186.179993,177.500000,185.619995,185.619995,158500
2020-11-09,183.990005,187.270004,181.740005,185.009995,185.009995,311100
2020-11-10,184.580002,189.690002,184.000000,186.139999,186.139999,169500
2020-11-11,188.160004,193.220001,187.250000,192.160004,192.160004,133000
2020-11-12,195.360001,196.080002,185.639999,186.940002,186.940002,176700
2020-11-13,188.479996,193.910004,186.559998,192.270004,192.270004,164900
2020-11-16,194.330002,204.369995,192.210007,203.929993,203.929993,202000
2020-11-17,204.149994,209.679993,199.559998,208.199997,208.199997,196200
2020-11-18,211.789993,226.850006,211.789993,212.960007,212.960007,378000
2020-11-19,212.000000,218.970001,209.110001,217.110001,217.110001,143300
