Date,Price,Open,High,Low,Vol.,Change %
6-Sep-20,27.043,27.075,27.192,27.01,-,-0.009
4-Sep-20,27.289,27,27.42,27,0.31K,-0.0074
3-Sep-20,27.492,27.93,27.93,27.35,0.25K,-0.0202
2-Sep-20,28.06,28.75,28.75,28.095,0.27K,-0.0372
1-Sep-20,29.145,29.53,29.535,29.53,0.21K,0.0017
31-Aug-20,29.095,28.985,28.985,28.985,0.02K,0.0308
30-Aug-20,28.227,27.812,28.462,27.812,-,-0.0028
28-Aug-20,28.306,28.38,28.38,28.38,0.00K,0.0201
27-Aug-20,27.749,27.99,27.99,27.33,0.04K,-0.0139
26-Aug-20,28.141,27.215,27.215,27.215,0.01K,0.0452
25-Aug-20,26.925,27.135,27.145,27.135,0.01K,-0.0134
24-Aug-20,27.292,27.67,27.67,27.67,0.00K,0.0237
23-Aug-20,26.66,26.78,26.9,26.54,-,-0.0268
21-Aug-20,27.394,27.89,27.89,27.89,0.01K,-0.0164
20-Aug-20,27.85,27.65,27.72,27.65,0.01K,-0.007
19-Aug-20,28.046,28.58,28.58,28.205,0.01K,-0.0262
18-Aug-20,28.801,28.97,28.97,28.97,0.00K,0.0155
17-Aug-20,28.361,27.675,28.26,27.675,0.18K,0.0814
16-Aug-20,26.227,26.578,26.885,26.18,-,-0.0209
14-Aug-20,26.787,28.38,28.38,26.54,0.02K,-0.0585
13-Aug-20,28.451,26.96,28.2,26.96,0.21K,0.0625
12-Aug-20,26.778,26.71,26.81,26.595,0.03K,-0.0036
11-Aug-20,26.874,28.525,28.525,28.525,0.03K,-0.1082
10-Aug-20,30.135,29.105,29.785,29.105,0.06K,0.0667
9-Aug-20,28.25,28.355,28.565,27.962,-,-0.0092
7-Aug-20,28.511,30.66,30.66,28.61,0.04K,-0.0306
6-Aug-20,29.411,28.15,29.8,28.15,0.07K,0.0558
5-Aug-20,27.857,27.97,28.14,27.615,0.02K,0.0334
4-Aug-20,26.956,25.3,26.45,25.295,0.00K,0.0642
3-Aug-20,25.329,25.225,25.37,25.22,0.01K,0.0234
2-Aug-20,24.75,24.545,25.267,24.315,-,-0.0156
31-Jul-20,25.142,24.635,25.185,24.635,0.03K,0.0347
30-Jul-20,24.3,24.39,24.505,24.345,0.02K,-0.0378
29-Jul-20,25.255,25.31,25.865,24.95,0.01K,0.0026
28-Jul-20,25.189,26.805,26.805,24.405,0.01K,-0.0074
27-Jul-20,25.378,24.515,25.29,24.515,0.05K,0.0857
26-Jul-20,23.375,22.97,23.44,22.965,-,-0.0134
24-Jul-20,23.692,23.585,23.84,23.575,0.06K,-0.0051
23-Jul-20,23.814,23.64,23.665,23.635,0.02K,-0.0051
22-Jul-20,23.935,22.9,23.425,22.9,0.02K,0.0747
21-Jul-20,22.271,21.65,21.75,21.65,0.04K,0.0658
20-Jul-20,20.897,20.76,20.76,20.76,0.00K,0.0593
19-Jul-20,19.727,19.755,19.76,19.71,-,-0.0361
17-Jul-20,20.465,20.45,20.45,20.405,0.02K,0.0129
16-Jul-20,20.205,20.325,20.325,20.325,0.00K,-0.0087
15-Jul-20,20.382,20.405,20.405,20.4,0.07K,0.0133
14-Jul-20,20.114,20.1,20.145,19.9,0.07K,-0.015
13-Jul-20,20.42,20.51,20.51,20.51,0.01K,0.0653
12-Jul-20,19.168,19.075,19.203,19.058,-,-0.0277
10-Jul-20,19.714,19.77,19.77,19.71,0.01K,0.0043
9-Jul-20,19.629,19.99,20.105,19.855,0.01K,-0.0092
8-Jul-20,19.812,19.6,19.85,19.6,0.00K,0.023
7-Jul-20,19.367,19.245,19.39,19.245,0.31K,0.0066
6-Jul-20,19.24,19.495,19.495,19.495,0.00K,0.0495
5-Jul-20,18.332,18.335,18.363,18.3,-,0.0009
3-Jul-20,18.315,18.25,18.345,18.223,-,-0.0342
2-Jul-20,18.964,18.84,19.05,18.84,0.01K,0.0073
1-Jul-20,18.826,19.1,19.1,18.775,0.02K,-0.0159
30-Jun-20,19.131,18.5,19.105,18.5,0.00K,0.0309
29-Jun-20,18.557,18.765,18.765,18.575,0.00K,0.0307
28-Jun-20,18.005,17.878,18.098,17.878,-,-0.0352
26-Jun-20,18.662,18.725,18.725,18.64,0.00K,0.0058
25-Jun-20,18.555,18.555,18.555,18.555,0.00K,0.0117
24-Jun-20,18.34,18.4,18.4,18.255,0.00K,-0.023
23-Jun-20,18.772,18.775,18.855,18.775,0.00K,0.0084
22-Jun-20,18.615,18.675,18.9,18.675,0.02K,0.0359
21-Jun-20,17.97,17.837,17.983,17.837,-,-0.0325
19-Jun-20,18.573,18.64,18.64,18.64,0.02K,0.0202
18-Jun-20,18.205,18.095,18.12,18.05,0.01K,-0.0144
17-Jun-20,18.471,18.58,18.58,18.58,0.00K,0.0082
16-Jun-20,18.321,18.335,18.35,18.17,0.01K,0.0138
15-Jun-20,18.072,18.115,18.115,18.115,0.02K,0.0277
14-Jun-20,17.585,17.562,17.617,17.51,-,-0.0321
12-Jun-20,18.169,18.2,18.2,18.2,0.00K,-0.0229
11-Jun-20,18.595,18.92,18.92,18.92,0.01K,0.0054
10-Jun-20,18.495,18.555,18.555,18.555,0.01K,-0.0023
9-Jun-20,18.537,18.525,18.61,18.47,0.00K,-0.0076
8-Jun-20,18.679,18.35,18.61,18.35,0.15K,0.0624
7-Jun-20,17.582,17.575,17.595,17.512,-,-0.0353
5-Jun-20,18.226,18,18,18,0.00K,-0.0254
4-Jun-20,18.701,18.545,18.645,18.545,0.02K,0.0066
3-Jun-20,18.579,18.513,18.513,18.513,0.00K,-0.0152
2-Jun-20,18.866,19.2,19.2,19.2,0.00K,-0.0247
1-Jun-20,19.343,19.045,19.13,19.045,0.01K,0.0353
31-May-20,18.683,18.47,18.755,18.47,-,-0.0089
29-May-20,18.851,18.3,18.675,18.3,0.11K,0.0287
28-May-20,18.325,18.285,18.3,18.285,0.02K,0.0119
27-May-20,18.109,18.125,18.125,18.125,0.00K,0.0093
26-May-20,17.943,17.877,17.877,17.877,0.00K,0.0171
25-May-20,17.642,17.637,17.685,17.37,-,-0.0002
24-May-20,17.645,17.675,17.703,17.617,-,-0.0213
22-May-20,18.029,17.945,17.945,17.89,0.02K,0.0208
21-May-20,17.662,17.905,17.905,17.74,0.00K,-0.0351
20-May-20,18.305,18.35,18.35,18.35,0.00K,0.007
19-May-20,18.177,18,18,18,0.05K,0.023
18-May-20,17.768,17.65,18.12,17.65,0.01K,0.0247
17-May-20,17.34,17.11,17.4,17.11,-,-0.0012
15-May-20,17.361,17.17,17.32,17.17,0.03K,0.0545
14-May-20,16.464,15.96,15.96,15.96,0.00K,0.0279
13-May-20,16.017,15.93,15.93,15.93,0.01K,-0.0041
12-May-20,16.083,16.02,16.02,16.02,35.61K,0.0037
11-May-20,16.024,16,16,16,0.00K,0.0107
10-May-20,15.855,15.79,15.87,15.75,-,-0.0157
8-May-20,16.108,16.215,16.295,16.215,0.00K,0.0118
7-May-20,15.92,15.857,15.857,15.857,0.00K,0.0369
6-May-20,15.354,15.29,15.29,15.29,0.00K,-0.0055
5-May-20,15.439,15.435,15.53,15.43,0.01K,0.02
4-May-20,15.137,15.105,15.13,15.035,0.04K,0.0112
3-May-20,14.97,15.01,15.12,14.805,-,-0.0223
1-May-20,15.312,15.265,15.265,15.265,0.00K,-0.0012
30-Apr-20,15.331,15.405,15.405,15.405,0.01K,-0.0182
29-Apr-20,15.615,15.88,16.08,15.88,0.00K,0.001
28-Apr-20,15.599,15.63,15.63,15.63,0.00K,0.0044
27-Apr-20,15.53,15.665,15.665,15.665,0.00K,0.0107
26-Apr-20,15.365,15.35,15.39,15.29,-,-0.0163
24-Apr-20,15.62,15.88,15.885,15.88,0.01K,-0.0052
23-Apr-20,15.701,15.638,15.638,15.638,0.03K,0.0013
22-Apr-20,15.68,15.617,15.617,15.617,15.04K,0.0346
21-Apr-20,15.155,15.14,15.14,15.025,0.00K,-0.0476
20-Apr-20,15.913,15.42,15.93,15.42,0.00K,0.0438
19-Apr-20,15.245,15.29,15.355,15.235,-,-0.0245
17-Apr-20,15.628,15.755,15.755,15.54,0.06K,-0.022
16-Apr-20,15.979,15.905,15.93,15.875,0.01K,0.0069
15-Apr-20,15.869,15.865,15.865,15.84,0.01K,-0.042
