Date,Price,Open,High,Low,Vol.,Change %
10-Jun-20,39.6,38.5,39.91,37.73,385.87K,0.0169
9-Jun-20,38.94,38.22,39.1,37.07,396.03K,0.0196
8-Jun-20,38.19,39.41,40.44,37.96,416.64K,-0.0344
5-Jun-20,39.55,37.33,39.68,37.05,396.86K,0.0572
4-Jun-20,37.41,36.76,37.62,36.38,307.61K,0.0032
3-Jun-20,37.29,36.86,38.18,35.88,494.25K,0.013
2-Jun-20,36.81,35.56,37.06,35.28,343.48K,0.0387
1-Jun-20,35.44,35.21,35.9,34.27,385.71K,-0.0014
29-May-20,35.49,33.68,35.77,32.36,443.65K,0.0528
28-May-20,33.71,32.1,34.21,31.14,440.17K,0.0274
27-May-20,32.81,34.14,34.32,31.75,415.25K,-0.0448
26-May-20,34.35,33.3,34.81,32.48,466.74K,0.0127
25-May-20,33.92,32.92,34.18,32.72,-,0.031
24-May-20,32.9,33.38,33.42,32.5,-,-0.0105
22-May-20,33.25,33.95,34,30.72,429.04K,-0.0198
21-May-20,33.92,33.53,34.66,33.26,372.81K,0.0128
20-May-20,33.49,31.89,33.78,31.56,406.43K,0.0305
19-May-20,32.5,32.83,33.44,31.34,36.07K,0.0214
18-May-20,31.82,29.53,33.32,29.53,89.38K,0.0812
15-May-20,29.43,27.64,29.92,27.24,108.02K,0.0679
14-May-20,27.56,25.56,27.96,25.18,160.51K,0.0898
13-May-20,25.29,25.3,26.45,24.79,150.86K,-0.019
12-May-20,25.78,24.49,26.23,24.22,212.34K,0.0679
11-May-20,24.14,24.49,25.58,23.67,179.59K,-0.0243
8-May-20,24.74,23.35,24.99,23.26,205.18K,0.0505
7-May-20,23.55,24.09,26.74,22.94,310.26K,-0.0183
6-May-20,23.99,25.52,26.08,22.58,381.17K,-0.0232
5-May-20,24.56,21.24,25.49,21.13,387.24K,0.2045
4-May-20,20.39,19.11,21.42,18.05,311.49K,0.0308
1-May-20,19.78,19.04,20.48,18.07,403.20K,0.0499
30-Apr-20,18.84,15.64,19.44,15.45,545.34K,0.251
29-Apr-20,15.06,13.35,16.78,12.67,554.13K,0.2204
28-Apr-20,12.34,12.96,13.69,10.07,897.09K,-0.0344
27-Apr-20,12.78,16.84,16.98,11.88,623.20K,-0.2456
24-Apr-20,16.94,16.78,17.97,15.64,600.22K,0.0267
23-Apr-20,16.5,14.2,18.26,13.35,833.58K,0.1974
22-Apr-20,13.78,13.12,16.18,10.26,1.24M,0.3766
21-Apr-20,10.01,-14,13.86,-16.74,18.44K,-1.266
20-Apr-20,-37.63,17.73,17.85,-40.32,247.95K,-3.0597
17-Apr-20,18.27,20,20.22,17.31,240.63K,-0.0805
16-Apr-20,19.87,20.15,20.53,19.42,350.94K,0
15-Apr-20,19.87,20.72,20.89,19.2,544.80K,-0.0119
