Date,Price,Open,High,Low,Vol.,Change %
1-Jun-21,1910.9,1915,1922.8,1900.9,0.71K,-0.0001
31-May-21,1911.15,1906.8,1913.4,1904.85,-,0.0023
30-May-21,1906.75,1907.6,1907.9,1906.1,-,-0.0022
28-May-21,1911,1902,1914,1893.6,0.64K,0.0035
27-May-21,1904.4,1907,1909.6,1897.7,0.41K,-0.0026
26-May-21,1909.3,1915.3,1916.4,1908.8,0.95K,0.0018
25-May-21,1905.9,1887.2,1906,1887.2,0.09K,0.0071
24-May-21,1892.4,1889,1893.1,1888.8,1.27K,0.0042
21-May-21,1884.5,1884.3,1891.3,1881.8,0.39K,-0.0026
20-May-21,1889.5,1883.8,1889.8,1875.7,0.12K,0.0002
19-May-21,1889.1,1875.1,1892.6,1871,0.49K,0.0071
18-May-21,1875.7,1875.6,1882.6,1875.6,0.24K,0.0003
17-May-21,1875.2,1853.2,1875.7,1853.1,0.70K,0.0158
14-May-21,1846.1,1846.2,1851.6,1845.9,0.19K,0.0078
13-May-21,1831.9,1824,1835.3,1818,0.89K,0.0008
12-May-21,1830.5,1842.4,1842.7,1822,1.81K,-0.0072
11-May-21,1843.8,1847.3,1847.3,1827,0.77K,-0.0009
10-May-21,1845.5,1840.4,1849.6,1840.4,1.72K,0.0034
7-May-21,1839.2,1825.4,1847.6,1825.4,0.66K,0.0087
6-May-21,1823.4,1802.7,1823.7,1801.7,0.88K,0.0174
5-May-21,1792.2,1785.7,1790.1,1785.7,0.23K,0.0046
4-May-21,1784,1791.5,1802.4,1783.8,0.21K,-0.0086
3-May-21,1799.5,1784.6,1798.8,1784.6,0.19K,0.0134
30-Apr-21,1775.7,1775.6,1779.2,1773.7,0.21K,-0.0002
29-Apr-21,1776,1795.4,1795.4,1767,0.16K,-0.0033
28-Apr-21,1781.8,1780,1787.8,1776.7,0.04K,-0.0028
27-Apr-21,1786.8,1789,1789,1785.8,0.01K,-0.0007
26-Apr-21,1788,1788.4,1789.9,1788.1,0.05K,0.0013
23-Apr-21,1785.6,1791.9,1802.9,1785.4,0.20K,-0.0025
22-Apr-21,1790.1,1794.8,1794.8,1788.3,0.04K,-0.0062
21-Apr-21,1801.2,1789.2,1804.5,1789.2,0.03K,0.0082
20-Apr-21,1786.5,1778.4,1786.8,1775,0.01K,0.0044
19-Apr-21,1778.7,1795.9,1795.9,1779,0.12K,-0.0053
16-Apr-21,1788.1,1770.5,1790.2,1768.3,0.11K,0.0076
15-Apr-21,1774.7,1760,1776.9,1760,0.12K,0.0175
14-Apr-21,1744.1,1752.1,1752.1,1743.6,0.25K,-0.0064
13-Apr-21,1755.3,1733.1,1754.6,1733.1,0.05K,0.0085
12-Apr-21,1740.5,1740.3,1740.3,1740.3,0.07K,-0.0068
9-Apr-21,1752.5,1748.7,1754.7,1748.7,0.10K,-0.0076
8-Apr-21,1765.9,1760,1760,1758.4,0.33K,0.0098
7-Apr-21,1748.8,1749,1749,1748.9,0.07K,-0.0008
6-Apr-21,1750.2,1742.8,1750.6,1742.8,0.12K,0.0081
5-Apr-21,1736.1,1732,1736.5,1732,0.19K,0.0005
1-Apr-21,1735.2,1717.9,1735.4,1717.9,0.12K,0.0074
31-Mar-21,1722.4,1691.2,1721.2,1686.1,0.04K,0.0175
30-Mar-21,1692.8,1711,1711,1688.8,0.20K,-0.0167
29-Mar-21,1721.6,1736.8,1739,1715.8,0.19K,-0.0115
26-Mar-21,1741.6,1732.5,1740.5,1728.1,0.11K,0.0041
25-Mar-21,1734.5,1743.3,1753.8,1734.1,0.19K,-0.0046
24-Mar-21,1742.6,1742.4,1742.4,1742.2,0.04K,0.0044
23-Mar-21,1734.9,1738,1738,1734.3,0.01K,-0.0074
22-Mar-21,1747.8,1746.5,1746.5,1736.8,0.10K,-0.0018
19-Mar-21,1751,1752.4,1752.4,1742.1,0.11K,0.0051
18-Mar-21,1742.1,1758.6,1758.6,1736.5,0.41K,0.0034
17-Mar-21,1736.2,1737.8,1750.4,1737,0.32K,-0.0025
16-Mar-21,1740.5,1735.7,1741.8,1735.7,0.16K,0.0009
15-Mar-21,1738.9,1737.5,1738.3,1733.6,0.23K,0.0056
12-Mar-21,1729.3,1729.6,1735.8,1722,0.16K,-0.0021
11-Mar-21,1732.9,1745.7,1745.7,1729.1,0.38K,0.0004
10-Mar-21,1732.2,1726.6,1728,1723.7,0.40K,0.0023
9-Mar-21,1728.2,1691.3,1728.1,1691.3,0.52K,0.0227
8-Mar-21,1689.8,1718.5,1718.5,1687.2,0.25K,-0.0125
5-Mar-21,1711.2,1698.6,1715.1,1698.6,0.24K,-0.0009
4-Mar-21,1712.7,1723.5,1724.8,1704,0.43K,-0.0086
3-Mar-21,1727.6,1739,1739,1718.5,0.35K,-0.0101
2-Mar-21,1745.3,1732.7,1745.4,1732.7,0.24K,0.0062
1-Mar-21,1734.6,1759.5,1759.5,1759.5,0.25K,-0.0036
26-Feb-21,1740.9,1769,1769,1730,0.38K,-0.0254
25-Feb-21,1786.3,1809,1809,1785.5,0.40K,-0.0115
24-Feb-21,1807.1,1819.7,1819.7,1798.8,0.01K,-0.0041
23-Feb-21,1814.6,1815.8,1815.8,1803.8,0.02K,-0.0014
22-Feb-21,1817.1,1797,1819,1797,0.02K,0.0173
19-Feb-21,1786.2,1775,1795.5,1775,0.17K,0.0013
18-Feb-21,1783.9,1790.6,1790.6,1781.7,0.14K,0.001
17-Feb-21,1782.1,1801,1801.3,1780,0.06K,-0.0146
16-Feb-21,1808.5,1819.8,1819.8,1808.2,0.02K,-0.0056
15-Feb-21,1818.75,1820.9,1827,1815.6,-,-0.0013
14-Feb-21,1821.05,1822.45,1826.3,1820.15,-,-0.0062
12-Feb-21,1832.5,1828.8,1830.7,1828.8,0.28K,-0.0022
11-Feb-21,1836.6,1833.5,1835.5,1833.5,0.03K,-0.0085
10-Feb-21,1852.4,1862,1862.8,1852.2,0.03K,0.0028
9-Feb-21,1847.2,1852.6,1857.6,1847,0.05K,0.0021
8-Feb-21,1843.3,1830.8,1847.4,1830.8,0.41K,0.0106
5-Feb-21,1823.9,1813,1823.8,1813,0.11K,0.0123
4-Feb-21,1801.8,1835.8,1835.8,1797.3,0.17K,-0.0238
3-Feb-21,1845.7,1845.5,1847.3,1845.5,0.15K,0.0014
2-Feb-21,1843.1,1851.8,1851.8,1841.8,0.40K,-0.0152
1-Feb-21,1871.5,1870,1875.9,1870,0.26K,0.0065
29-Jan-21,1859.5,1856.7,1886.1,1856.7,0.07K,0.0044
28-Jan-21,1851.3,1848.8,1873.8,1848.8,0.01K,-0.0044
27-Jan-21,1859.5,1858.8,1860.8,1848.8,0.02K,-0.0033
26-Jan-21,1865.6,1868.6,1868.6,1857,0.01K,-0.0021
25-Jan-21,1869.6,1879.2,1879.2,1877.8,0.01K,-0.0003
22-Jan-21,1870.2,1852.9,1869.7,1852.9,0.04K,-0.0049
21-Jan-21,1879.5,1876.5,1879.4,1875.7,0.06K,-0.0005
20-Jan-21,1880.5,1880.3,1880.3,1880.3,0.01K,0.0137
19-Jan-21,1855,1838.8,1858.8,1825.5,0.09K,0.01
18-Jan-21,1836.6,1809.65,1839.45,1809.65,-,0.0148
17-Jan-21,1809.75,1826.8,1829.1,1803.6,-,-0.0198
15-Jan-21,1846.4,1840,1842,1839.6,0.12K,-0.0122
14-Jan-21,1869.2,1856.6,1870.2,1856.6,0.15K,-0.0019
13-Jan-21,1872.7,1875.1,1875.1,1871.2,0.25K,0.0055
